id,Name,Address,Website,Instate-On campus,Instate-Off campus,Instate-Off Campus with Family,Outstate-On campus,Outstate-Off campus,Outstate-Off Campus with Family
189592,Bryant & Stratton College-Greece,"Bryant &amp; Stratton College-Greece
Address : 854 Long Pond Road, Rochester, New York 14612",www.bryantstratton.edu,"$23,245",,"$19,745",,,
459107,Bryant & Stratton College-Hampton,"Bryant &amp; Stratton College-Hampton
Address : 4410 East Claiborne Square, Suite 233, Hampton, Virginia 23666",www.bryantstratton.edu,"$23,695",,"$20,195",,,
239929,Bryant & Stratton College-Milwaukee,"Bryant &amp; Stratton College-Milwaukee
Address : 310 W. Wisconsin Avenue Suite 500, Milwaukee, Wisconsin 53203-2608",www.bryantstratton.edu,"$23,066",,"$19,566",,,
480091,Bryant & Stratton College-Online,"Bryant &amp; Stratton College-Online
Address : 180 Redtail Rd, Orchard Park, New York 14127",www.bryantstratton.edu,"$19,454",,"$16,654",,,
201469,Bryant & Stratton College-Parma,"Bryant &amp; Stratton College-Parma
Address : 12955 Snow Rd, Parma, Ohio 44130-3151",www.bryantstratton.edu/,"$24,211",,"$20,711",,,
231828,Bryant & Stratton College-Richmond,"Bryant &amp; Stratton College-Richmond
Address : 8141 Hull St Rd, North Chesterfield, Virginia 23235",www.bryantstratton.edu,"$23,598",,"$20,098",,,
374972,Bryant & Stratton College-Southtowns,"Bryant &amp; Stratton College-Southtowns
Address : Sterling Park - 200 Redtail Rd., Orchard Park, New York 14127",www.bryantstratton.edu,"$23,257",,"$19,757",,,
189565,Bryant & Stratton College-Syracuse North,"Bryant &amp; Stratton College-Syracuse North
Address : 8687 Carling Rd, Liverpool, New York 13090",www.bryantstratton.edu/,"$22,437",,"$18,937",,,
231785,Bryant & Stratton College-Virginia Beach,"Bryant &amp; Stratton College-Virginia Beach
Address : 301 Centre Pointe Dr, Virginia Beach, Virginia 23462",www.bryantstratton.edu,"$23,848",,"$20,348",,,
451750,Bryant & Stratton College-Wauwatosa,"Bryant &amp; Stratton College-Wauwatosa
Address : 10950 W Potter Road, Wauwatosa, Wisconsin 53226",www.bryantstratton.edu,"$23,696",,"$20,196",,,
210492,Bryn Athyn College of the New Church,"Bryn Athyn College of the New Church
Address : 801 Tomlinson Rd, Bryn Athyn, Pennsylvania 19009-0717",www.brynathyn.edu,"$33,220",,,"$28,682","$21,682",
211273,Bryn Mawr College,"Bryn Mawr College
Address : 101 N Merion Avenue, Bryn Mawr, Pennsylvania 19010",www.brynmawr.edu,"$66,160",,,,,
211291,Bucknell University,"Bucknell University
Address : One Dent Drive, Lewisburg, Pennsylvania 17837",www.bucknell.edu,"$67,600",,,"$67,600","$54,944",
153001,Buena Vista University,"Buena Vista University
Address : 610 W 4th St, Storm Lake, Iowa 50588",www.bvu.edu,"$44,788",,,"$45,076","$37,336",
150163,Butler University,"Butler University
Address : 4600 Sunset Ave, Indianapolis, Indiana 46208",www.butler.edu,"$54,857",,,"$54,857","$41,910",
198109,Cabarrus College of Health Sciences,"Cabarrus College of Health Sciences
Address : 401 Medical Park Drive, Concord, North Carolina 28025-3959",www.carolinashealthcare.org/cabarrus-college-of-health-sciences,"$28,868",,"$19,268",,,
211352,Cabrini University,"Cabrini University
Address : 610 King of Prussia Rd, Radnor, Pennsylvania 19087-3698",www.cabrini.edu,"$45,988",,,"$43,488","$35,988",
215114,Cairn University-Langhorne,"Cairn University-Langhorne
Address : 200 Manor Ave, Langhorne, Pennsylvania 19047-2990",www.cairn.edu,"$37,865",,,"$38,672","$28,282",
183910,Caldwell University,"Caldwell University
Address : 120 Bloomfield Avenue, Caldwell, New Jersey 07006-6195",www.caldwell.edu,"$48,690",,,"$52,050","$38,650",
110361,California Baptist University,"California Baptist University
Address : 8432 Magnolia Ave, Riverside, California 92504-3297",www.calbaptist.edu,"$44,538",,,"$49,690","$37,444",
110918,California Christian College,"California Christian College
Address : 5364 E. Belmont Avenue, Fresno, California 93727",www.calchristiancollege.edu,"$20,895",,,"$25,890","$14,145",
110370,California College of the Arts,"California College of the Arts
Address : 1111 Eighth Street, San Francisco, California 94107-2247",www.cca.edu,"$62,636",,,"$61,796","$51,366",
485263,California College San Diego,"California College San Diego
Address : 6602 Convoy Court Ste 100, San Diego, California 92111",www.cc-sd.edu,"$33,960",,"$28,352",,,
478634,California College San Diego,"California College San Diego
Address : 277 Rancheros Drive, Suite 200, San Marcos, California 92069-2971",www.cc-sd.edu,"$33,960",,"$28,352",,,
110316,California Institute of Integral Studies,"California Institute of Integral Studies
Address : 1453 Mission Street, San Francisco, California 94103",www.ciis.edu,,,,,,
110404,California Institute of Technology,"California Institute of Technology
Address : 1200 E California Blvd, Pasadena, California 91125",www.caltech.edu,"$66,774",,,"$65,550","$53,184",
111081,California Institute of the Arts,"California Institute of the Arts
Address : 24700 W McBean Pky, Valencia, California 91355-2397",www.calarts.edu,"$66,799",,,"$71,436","$55,436",
485546,California Intercontinental University,"California Intercontinental University
Address : 17310 Red Hill Ave. Suite 200, Irvine, California 92614-5636",www.caluniversity.edu,"$16,154",,"$9,777",,,
483586,California International Business University,"California International Business University
Address : 550 West B Street, San Diego, California 92101",www.cibu.edu,"$27,700",,"$14,200",,,
486488,California Jazz Conservatory,"California Jazz Conservatory
Address : 2087 Addison Street, Berkeley, California 94704-1268",www.cjc.edu,"$35,301",,"$23,448",,,
110413,California Lutheran University,"California Lutheran University
Address : 60 W Olsen Rd, Thousand Oaks, California 91360-2787",www.callutheran.edu/,"$57,912",,,"$58,334","$45,968",
480781,California Miramar University,"California Miramar University
Address : 3550 Camino Del Rio North, Suite 208, San Diego, California 92108",www.calmu.edu,"$24,551",,"$13,679",,,
110422,California Polytechnic State University-San Luis Obispo,"California Polytechnic State University-San Luis Obispo
Address : 1 Grand Ave., San Luis Obispo, California 93407",calpoly.edu,"$26,076","$26,076","$13,569","$37,236","$37,236","$24,729"
110529,California State Polytechnic University-Pomona,"California State Polytechnic University-Pomona
Address : 3801 West Temple Avenue, Pomona, California 91768",www.cpp.edu,"$25,547","$24,021","$11,433","$36,707","$35,181","$22,593"
111188,California State University Maritime Academy,"California State University Maritime Academy
Address : 200 Maritime Academy Dr, Vallejo, California 94590",www.csum.edu,"$22,367","$23,086","$10,967","$33,527","$34,246","$22,127"
110486,California State University-Bakersfield,"California State University-Bakersfield
Address : 9001 Stockdale Hwy, Bakersfield, California 93311-1099",www.csub.edu,"$25,577","$25,459","$11,719","$36,737","$36,619","$22,879"
441937,California State University-Channel Islands,"California State University-Channel Islands
Address : One University Dr, Camarillo, California 93012",www.csuci.edu,"$27,445","$25,251","$11,409","$38,605","$36,411","$22,569"
110538,California State University-Chico,"California State University-Chico
Address : First and Normal Sts, Chico, California 95929-0150",www.csuchico.edu,"$23,846","$22,670","$11,310","$35,006","$33,830","$22,470"
110547,California State University-Dominguez Hills,"California State University-Dominguez Hills
Address : 1000 E Victoria St, Carson, California 90747-0005",www.csudh.edu,"$23,225","$23,945","$11,057","$34,385","$35,105","$22,217"
110574,California State University-East Bay,"California State University-East Bay
Address : 25800 Carlos Bee Blvd, Hayward, California 94542",www.csueastbay.edu,"$24,822","$24,654","$10,770","$35,982","$35,814","$21,930"
110556,California State University-Fresno,"California State University-Fresno
Address : 5241 N Maple Ave, Fresno, California 93740",www.csufresno.edu,"$19,745","$23,255","$10,629","$30,905","$34,415","$21,789"
110565,California State University-Fullerton,"California State University-Fullerton
Address : 800 N State College Blvd, Fullerton, California 92831-3599",www.fullerton.edu,"$26,654","$25,264","$11,382","$37,814","$36,424","$22,542"
110583,California State University-Long Beach,"California State University-Long Beach
Address : 1250 Bellflower Blvd, Long Beach, California 90840-0115",www.csulb.edu,"$23,610","$24,202","$11,322","$34,770","$35,362","$22,482"
110592,California State University-Los Angeles,"California State University-Los Angeles
Address : 5151 State University Dr, Los Angeles, California 90032-8506",www.calstatela.edu,"$23,995","$25,087","$11,245","$35,155","$36,247","$22,405"
409698,California State University-Monterey Bay,"California State University-Monterey Bay
Address : 100 Campus Center, Seaside, California 93955-8001",www.csumb.edu,"$21,678","$26,093","$10,683","$32,838","$37,253","$21,843"
110617,California State University-Sacramento,"California State University-Sacramento
Address : 6000 J St, Sacramento, California 95819-2694",www.csus.edu,"$24,862","$23,842","$11,216","$36,022","$35,002","$22,376"
110510,California State University-San Bernardino,"California State University-San Bernardino
Address : 5500 University Parkway, San Bernardino, California 92407-2397",www.csusb.edu,"$23,620","$24,829","$10,924","$34,780","$35,989","$22,084"
366711,California State University-San Marcos,"California State University-San Marcos
Address : 333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001",www.csusm.edu,"$24,641","$24,641","$11,671","$35,801","$35,801","$22,831"
110495,California State University-Stanislaus,"California State University-Stanislaus
Address : One University Circle, Turlock, California 95382-0299",www.csustan.edu,"$19,826","$21,644","$10,744","$30,986","$32,804","$21,904"
460075,California University of Management and Sciences,"California University of Management and Sciences
Address : 721 N Euclid St, Anaheim, California 92801",www.calums.edu,"$24,645",,"$13,845",,,
211361,California University of Pennsylvania,"California University of Pennsylvania
Address : 250 University Ave, California, Pennsylvania 15419-1394",www.calu.edu,"$25,775","$26,213","$17,589","$30,109","$30,547","$21,923"
150172,Calumet College of Saint Joseph,"Calumet College of Saint Joseph
Address : 2400 New York Ave, Whiting, Indiana 46394",www.ccsj.edu,"$27,020",,"$21,870",,,
176789,Calvary University,"Calvary University
Address : 15800 Calvary Road, Kansas City, Missouri 64147-1341",www.calvary.edu,"$19,234",,,"$28,351","$17,568",
169080,Calvin College,"Calvin College
Address : 3201 Burton Street SE, Grand Rapids, Michigan 49546",www.calvin.edu,"$45,270",,,"$45,270","$36,230",
165167,Cambridge College,"Cambridge College
Address : 1000 Massachusetts Avenue, Cambridge, Massachusetts 02138",www.cambridgecollege.edu,"$26,636",,"$18,636",,,
206914,Cameron University,"Cameron University
Address : 2800 West Gore Blvd, Lawton, Oklahoma 73505-6377",www.cameron.edu,"$15,331","$19,620","$11,308","$24,571","$28,860","$20,548"
198136,Campbell University,"Campbell University
Address : 143 Main Street, Buies Creek, North Carolina 27506",www.campbell.edu,"$46,410",,,"$46,410","$34,950",
156365,Campbellsville University,"Campbellsville University
Address : 1 University Dr, Campbellsville, Kentucky 42718-2799",www.campbellsville.edu,"$38,272",,,"$35,446","$31,846",
189705,Canisius College,"Canisius College
Address : 2001 Main St, Buffalo, New York 14208-1098",www.canisius.edu,"$50,946",,,"$45,924","$37,924",
413413,Capella University,"Capella University
Address : 225 South 6th Street, 9th Floor, Minneapolis, Minnesota 55402-3389",www.capella.edu,"$19,836",,"$15,714",,,
201548,Capital University,"Capital University
Address : 1 College and Main, Columbus, Ohio 43209-2394",www.capital.edu,"$47,140",,,"$50,990","$40,034",
162061,Capitol Technology University,"Capitol Technology University
Address : 11301 Springfield Rd, Laurel, Maryland 20708",www.captechu.edu,"$41,196",,,"$43,044","$28,572",
238430,Cardinal Stritch University,"Cardinal Stritch University
Address : 6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985",www.stritch.edu,"$41,844",,,"$40,761","$34,244",
448239,Careers Unlimited,"Careers Unlimited
Address : 1176 South 1480 West, Orem, Utah 84058",www.ucdh.edu,,,,,,
241377,Caribbean University-Bayamon,"Caribbean University-Bayamon
Address : 167 Ave.  Km 21.2, Bayamon, Puerto Rico 00960-0493",www.caribbean.edu,"$14,103",,"$8,156",,,
241386,Caribbean University-Carolina,"Caribbean University-Carolina
Address : Calle Ignacio Arzuaga #208, Carolina, Puerto Rico 00985",www.caribbean.edu,"$14,103",,"$8,156",,,
363907,Caribbean University-Ponce,"Caribbean University-Ponce
Address : AVE. EDNITA NAZARIO #1015, Ponce, Puerto Rico 00716-7733",www.caribbean.edu,"$14,103",,"$8,156",,,
363916,Caribbean University-Vega Baja,"Caribbean University-Vega Baja
Address : Carr 671 K.M. 5, Sector El Criollo, Bo. Algarrobo, Vega Baja, Puerto Rico 00964",www.caribbean.edu,"$14,103",,"$8,156",,,
173258,Carleton College,"Carleton College
Address : One North College Street, Northfield, Minnesota 55057-4001",www.carleton.edu,"$66,490",,,,,
132842,Carlos Albizu University-Miami,"Carlos Albizu University-Miami
Address : 2173 N.W.  99th Avenue, Miami, Florida 33172-2209",www.albizu.edu,"$49,902",,"$24,819",,,
241331,Carlos Albizu University-San Juan,"Carlos Albizu University-San Juan
Address : 151 Tanca St, Corner San Francisco St, Old San Juan, San Juan, Puerto Rico 00902-3711",www.albizu.edu,"$28,362",,"$15,291",,,
211431,Carlow University,"Carlow University
Address : 3333 Fifth Ave, Pittsburgh, Pennsylvania 15213-3165",www.carlow.edu,"$41,650",,,"$41,650","$30,866",
211440,Carnegie Mellon University,"Carnegie Mellon University
Address : 5000 Forbes Avenue, Pittsburgh, Pennsylvania 15213-3890",www.cmu.edu/,"$67,980",,"$54,710",,,
199971,Carolina Christian College,"Carolina Christian College
Address : 4209 Indiana Avenue, Winston Salem, North Carolina 27105",www.carolina.edu,"$13,408",,"$7,551",,,
110617,California State University-Sacramento,"California State University-Sacramento
Address : 6000 J St, Sacramento, California 95819-2694",www.csus.edu,"$24,862","$23,842","$11,216","$36,022","$35,002","$22,376"
110510,California State University-San Bernardino,"California State University-San Bernardino
Address : 5500 University Parkway, San Bernardino, California 92407-2397",www.csusb.edu,"$23,620","$24,829","$10,924","$34,780","$35,989","$22,084"
366711,California State University-San Marcos,"California State University-San Marcos
Address : 333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001",www.csusm.edu,"$24,641","$24,641","$11,671","$35,801","$35,801","$22,831"
110495,California State University-Stanislaus,"California State University-Stanislaus
Address : One University Circle, Turlock, California 95382-0299",www.csustan.edu,"$19,826","$21,644","$10,744","$30,986","$32,804","$21,904"
460075,California University of Management and Sciences,"California University of Management and Sciences
Address : 721 N Euclid St, Anaheim, California 92801",www.calums.edu,"$24,645",,"$13,845",,,
211361,California University of Pennsylvania,"California University of Pennsylvania
Address : 250 University Ave, California, Pennsylvania 15419-1394",www.calu.edu,"$25,775","$26,213","$17,589","$30,109","$30,547","$21,923"
150172,Calumet College of Saint Joseph,"Calumet College of Saint Joseph
Address : 2400 New York Ave, Whiting, Indiana 46394",www.ccsj.edu,"$27,020",,"$21,870",,,
176789,Calvary University,"Calvary University
Address : 15800 Calvary Road, Kansas City, Missouri 64147-1341",www.calvary.edu,"$19,234",,,"$28,351","$17,568",
169080,Calvin College,"Calvin College
Address : 3201 Burton Street SE, Grand Rapids, Michigan 49546",www.calvin.edu,"$45,270",,,"$45,270","$36,230",
165167,Cambridge College,"Cambridge College
Address : 1000 Massachusetts Avenue, Cambridge, Massachusetts 02138",www.cambridgecollege.edu,"$26,636",,"$18,636",,,
206914,Cameron University,"Cameron University
Address : 2800 West Gore Blvd, Lawton, Oklahoma 73505-6377",www.cameron.edu,"$15,331","$19,620","$11,308","$24,571","$28,860","$20,548"
198136,Campbell University,"Campbell University
Address : 143 Main Street, Buies Creek, North Carolina 27506",www.campbell.edu,"$46,410",,,"$46,410","$34,950",
156365,Campbellsville University,"Campbellsville University
Address : 1 University Dr, Campbellsville, Kentucky 42718-2799",www.campbellsville.edu,"$38,272",,,"$35,446","$31,846",
189705,Canisius College,"Canisius College
Address : 2001 Main St, Buffalo, New York 14208-1098",www.canisius.edu,"$50,946",,,"$45,924","$37,924",
413413,Capella University,"Capella University
Address : 225 South 6th Street, 9th Floor, Minneapolis, Minnesota 55402-3389",www.capella.edu,"$19,836",,"$15,714",,,
201548,Capital University,"Capital University
Address : 1 College and Main, Columbus, Ohio 43209-2394",www.capital.edu,"$47,140",,,"$50,990","$40,034",
162061,Capitol Technology University,"Capitol Technology University
Address : 11301 Springfield Rd, Laurel, Maryland 20708",www.captechu.edu,"$41,196",,,"$43,044","$28,572",
238430,Cardinal Stritch University,"Cardinal Stritch University
Address : 6801 N Yates Rd, Milwaukee, Wisconsin 53217-3985",www.stritch.edu,"$41,844",,,"$40,761","$34,244",
448239,Careers Unlimited,"Careers Unlimited
Address : 1176 South 1480 West, Orem, Utah 84058",www.ucdh.edu,,,,,,
241377,Caribbean University-Bayamon,"Caribbean University-Bayamon
Address : 167 Ave.  Km 21.2, Bayamon, Puerto Rico 00960-0493",www.caribbean.edu,"$14,103",,"$8,156",,,
241386,Caribbean University-Carolina,"Caribbean University-Carolina
Address : Calle Ignacio Arzuaga #208, Carolina, Puerto Rico 00985",www.caribbean.edu,"$14,103",,"$8,156",,,
363907,Caribbean University-Ponce,"Caribbean University-Ponce
Address : AVE. EDNITA NAZARIO #1015, Ponce, Puerto Rico 00716-7733",www.caribbean.edu,"$14,103",,"$8,156",,,
363916,Caribbean University-Vega Baja,"Caribbean University-Vega Baja
Address : Carr 671 K.M. 5, Sector El Criollo, Bo. Algarrobo, Vega Baja, Puerto Rico 00964",www.caribbean.edu,"$14,103",,"$8,156",,,
173258,Carleton College,"Carleton College
Address : One North College Street, Northfield, Minnesota 55057-4001",www.carleton.edu,"$66,490",,,,,
132842,Carlos Albizu University-Miami,"Carlos Albizu University-Miami
Address : 2173 N.W.  99th Avenue, Miami, Florida 33172-2209",www.albizu.edu,"$49,902",,"$24,819",,,
241331,Carlos Albizu University-San Juan,"Carlos Albizu University-San Juan
Address : 151 Tanca St, Corner San Francisco St, Old San Juan, San Juan, Puerto Rico 00902-3711",www.albizu.edu,"$28,362",,"$15,291",,,
211431,Carlow University,"Carlow University
Address : 3333 Fifth Ave, Pittsburgh, Pennsylvania 15213-3165",www.carlow.edu,"$41,650",,,"$41,650","$30,866",
211440,Carnegie Mellon University,"Carnegie Mellon University
Address : 5000 Forbes Avenue, Pittsburgh, Pennsylvania 15213-3890",www.cmu.edu/,"$67,980",,"$54,710",,,
199971,Carolina Christian College,"Carolina Christian College
Address : 4209 Indiana Avenue, Winston Salem, North Carolina 27105",www.carolina.edu,"$13,408",,"$7,551",,,
461032,Carolina College of Biblical Studies,"Carolina College of Biblical Studies
Address : 817 South McPherson Church Road, Fayetteville, North Carolina 28303-5157",ccbs.edu,"$21,300",,"$6,625",,,
180106,Carroll College,"Carroll College
Address : 1601 N Benton Ave, Helena, Montana 59625-0002",www.carroll.edu,"$47,226",,,"$47,226","$37,642",
238458,Carroll University,"Carroll University
Address : 100 N East Ave, Waukesha, Wisconsin 53186",www.carrollu.edu,"$43,132",,,"$42,974","$35,160",
219806,Carson-Newman University,"Carson-Newman University
Address : 1646 S Russell Ave, Jefferson City, Tennessee 37760",www.cn.edu,"$39,760",,,"$38,672","$32,764",
238476,Carthage College,"Carthage College
Address : 2001 Alford Park Dr, Kenosha, Wisconsin 53140-1994",www.carthage.edu,"$54,940",,,"$54,940","$43,965",
139287,Carver Bible College,"Carver Bible College
Address : 3870 Cascade Rd, Atlanta, Georgia 30331",www.carver.edu,"$22,513",,,"$23,519","$16,919",
201645,Case Western Reserve University,"Case Western Reserve University
Address : 10900 Euclid Ave, Cleveland, Ohio 44106",www.case.edu,"$63,404",,,"$63,404","$51,726",
230834,Castleton University,"Castleton University
Address : 62 Alumni Dr, Castleton, Vermont 05735",www.castleton.edu,"$23,706","$23,834","$17,704","$39,114","$39,242","$33,112"
198215,Catawba College,"Catawba College
Address : 2300 W Innes St, Salisbury, North Carolina 28144",www.catawba.edu,"$44,333",,,"$42,001","$33,846",
475398,Catholic Distance University,"Catholic Distance University
Address : 115 West Congress Street, Charles Town, West Virginia 25414",www.cdu.edu,"$20,052",,"$12,875",,,
131283,Catholic University of America,"Catholic University of America
Address : 620 Michigan Avenue, NE, Washington, District of Columbia 20064",www.cua.edu,"$60,462",,,"$60,462","$46,642",
189848,Cazenovia College,"Cazenovia College
Address : 22 Sullivan St, Cazenovia, New York 13035",www.cazenovia.edu,"$48,820",,,"$48,820","$35,024",
211468,Cedar Crest College,"Cedar Crest College
Address : 100 College Drive, Allentown, Pennsylvania 18104-6196",www.cedarcrest.edu,"$50,108",,,"$49,758","$40,325",
201654,Cedarville University,"Cedarville University
Address : 251 N. Main Street, Cedarville, Ohio 45314-0601",www.cedarville.edu,"$37,890",,,"$36,210","$31,010",
238476,Carthage College,"Carthage College
Address : 2001 Alford Park Dr, Kenosha, Wisconsin 53140-1994",www.carthage.edu,"$54,940",,,"$54,940","$43,965",
139287,Carver Bible College,"Carver Bible College
Address : 3870 Cascade Rd, Atlanta, Georgia 30331",www.carver.edu,"$22,513",,,"$23,519","$16,919",
201645,Case Western Reserve University,"Case Western Reserve University
Address : 10900 Euclid Ave, Cleveland, Ohio 44106",www.case.edu,"$63,404",,,"$63,404","$51,726",
230834,Castleton University,"Castleton University
Address : 62 Alumni Dr, Castleton, Vermont 05735",www.castleton.edu,"$23,706","$23,834","$17,704","$39,114","$39,242","$33,112"
198215,Catawba College,"Catawba College
Address : 2300 W Innes St, Salisbury, North Carolina 28144",www.catawba.edu,"$44,333",,,"$42,001","$33,846",
475398,Catholic Distance University,"Catholic Distance University
Address : 115 West Congress Street, Charles Town, West Virginia 25414",www.cdu.edu,"$20,052",,"$12,875",,,
131283,Catholic University of America,"Catholic University of America
Address : 620 Michigan Avenue, NE, Washington, District of Columbia 20064",www.cua.edu,"$60,462",,,"$60,462","$46,642",
189848,Cazenovia College,"Cazenovia College
Address : 22 Sullivan St, Cazenovia, New York 13035",www.cazenovia.edu,"$48,820",,,"$48,820","$35,024",
211468,Cedar Crest College,"Cedar Crest College
Address : 100 College Drive, Allentown, Pennsylvania 18104-6196",www.cedarcrest.edu,"$50,108",,,"$49,758","$40,325",
201654,Cedarville University,"Cedarville University
Address : 251 N. Main Street, Cedarville, Ohio 45314-0601",www.cedarville.edu,"$37,890",,,"$36,210","$31,010",
158477,Centenary College of Louisiana,"Centenary College of Louisiana
Address : 2911 Centenary Boulevard, Shreveport, Louisiana 71134-1188",www.centenary.edu,"$52,000",,,"$49,030","$40,030",
183974,Centenary University,"Centenary University
Address : 400 Jefferson St, Hackettstown, New Jersey 07840",www.centenarycollege.edu,"$47,717",,,"$48,313","$37,419",
106713,Central Baptist College,"Central Baptist College
Address : 1501 College Avenue, Conway, Arkansas 72034",www.cbc.edu,"$26,104",,,"$23,966","$18,890",
154855,Central Christian College of Kansas,"Central Christian College of Kansas
Address : 1200 S Main, McPherson, Kansas 67460-5740",www.centralchristian.edu,"$28,370",,,"$29,620","$21,820",
176910,Central Christian College of the Bible,"Central Christian College of the Bible
Address : 911 E Urbandale Dr, Moberly, Missouri 65270-1997",www.cccb.edu,"$24,210",,,"$26,759","$18,585",
153108,Central College,"Central College
Address : 812 University, Pella, Iowa 50219",www.central.edu,"$49,214",,,"$49,214","$39,234",
128771,Central Connecticut State University,"Central Connecticut State University
Address : 1615 Stanley St, New Britain, Connecticut 06050",www.ccsu.edu,"$25,215","$25,215","$15,323","$38,076","$38,076","$28,184"
445267,Central Methodist University-College of Graduate and Extended Studies,"Central Methodist University-College of Graduate and Extended Studies
Address : 411 Central Methodist Square, Fayette, Missouri 65248-1198",www.centralmethodist.edu,"$18,080",,"$11,600",,,
176947,Central Methodist University-College of Liberal Arts and Sciences,"Central Methodist University-College of Liberal Arts and Sciences
Address : 411 Central Methodist Square, Fayette, Missouri 65248-1198",www.centralmethodist.edu/,"$36,760",,,"$33,630","$29,210",
169248,Central Michigan University,"Central Michigan University
Address : 106 Warriner Hall, Mount Pleasant, Michigan 48859",www.cmich.edu,"$23,494","$21,434","$14,088","$35,014","$32,954","$25,608"
211477,Central Penn College,"Central Penn College
Address : College Hill &amp; Valley Rds, Summerdale, Pennsylvania 17093-0309",www.centralpenn.edu,"$27,144",,,"$23,846","$20,346",
201690,Central State University,"Central State University
Address : 1400 Brush Row Rd, Wilberforce, Ohio 45384-1004",www.centralstate.edu,"$18,880","$19,780","$9,846","$20,730","$21,630","$11,696"
234827,Central Washington University,"Central Washington University
Address : 400 East University Way, Ellensburg, Washington 98926-7501",www.cwu.edu,"$21,908","$21,908","$11,733","$35,711","$35,711","$25,536"
488004,Central Yeshiva Beth Joseph,"Central Yeshiva Beth Joseph
Address : 1502 Avenue N, Brooklyn, New York 11230-6043",centralyeshivabethjoseph.com,"$28,474",,"$16,800",,,
189857,Central Yeshiva Tomchei Tmimim Lubavitz,"Central Yeshiva Tomchei Tmimim Lubavitz
Address : 841-853 Ocean Pky, Brooklyn, New York 11230",centralyeshiva.com,"$13,200",,,"$24,174","$12,500",
234845,Centralia College,"Centralia College
Address : 600 Centralia College Blvd., Centralia, Washington 98531-4099",www.centralia.edu,"$18,564","$18,564","$7,963","$18,976","$18,976","$8,375"
156408,Centre College,"Centre College
Address : 625 W Walnut St, Danville, Kentucky 40422-1394",www.centre.edu,"$52,460",,,"$50,310","$41,700",
451741,Centro de Estudios Multidisciplinarios-Bayamon,"Centro de Estudios Multidisciplinarios-Bayamon
Address : 25 Degetau St, Bayam¢n, Puerto Rico 00961",www.cempr.edu,"$14,815",,"$10,961",,,
376224,Centro de Estudios Multidisciplinarios-Humacao,"Centro de Estudios Multidisciplinarios-Humacao
Address : 8 Dr Vidal St, Humacao, Puerto Rico 00791-4210",www.cempr.edu,"$14,815",,"$10,961",,,
484835,Centro de Estudios Multidisciplinarios-Mayaguez,"Centro de Estudios Multidisciplinarios-Mayaguez
Address : Calle Cristy #56, Mayaguez, Puerto Rico 00680-0000",cempr.edu/,"$14,815",,"$10,961",,,
241517,Centro de Estudios Multidisciplinarios-San Juan,"Centro de Estudios Multidisciplinarios-San Juan
Address : 1206  13th. Street  Ext San Agustin, San Juan, Puerto Rico 00926-1931",www.cempr.edu,"$14,815",,"$10,961",,,
232016,Centura College-Virginia Beach,"Centura College-Virginia Beach
Address : 2697 Dean Dr Ste 100, Virginia Beach, Virginia 23452-7431",www.centuracollege.edu,"$32,250",,"$22,764",,,
180948,Chadron State College,"Chadron State College
Address : 1000 Main St, Chadron, Nebraska 69337-2690",www.csc.edu,"$20,098","$20,098","$10,054","$20,128","$20,128","$10,084"
454245,Chamberlain College of Nursing-Arizona,"Chamberlain College of Nursing-Arizona
Address : 2149 West Dunlap Ave., Phoenix, Arizona 85021",www.chamberlain.edu,"$38,270",,"$25,746",,,
489353,Chamberlain College of Nursing-California,"Chamberlain College of Nursing-California
Address : 109 Sun Center Drive, Rancho Cordova, California 95670",www.chamberlain.edu,"$38,270",,"$25,746",,,
457129,Chamberlain College of Nursing-Florida,"Chamberlain College of Nursing-Florida
Address : 5200 Belfort Road, Suite 100, Jacksonville, Florida 32256",www.chamberlain.edu,"$36,654",,"$25,746",,,
475732,Chamberlain College of Nursing-Georgia,"Chamberlain College of Nursing-Georgia
Address : 5775 Peachtree Dunwoody Road, NE, Suite A100, Atlanta, Georgia 30342-1501",www.chamberlain.edu,"$36,654",,"$25,746",,,
454227,Chamberlain College of Nursing-Illinois,"Chamberlain College of Nursing-Illinois
Address : 1221 N. Swift Road, Addison, Illinois 60101",www.chamberlain.edu,"$36,654",,"$25,746",,,
475741,Chamberlain College of Nursing-Indiana,"Chamberlain College of Nursing-Indiana
Address : 9100 Keystone Crossing, Suite 600, Indianapolis, Indiana 46240",www.chamberlain.edu,"$36,654",,"$25,746",,,
486947,Chamberlain College of Nursing-Michigan,"Chamberlain College of Nursing-Michigan
Address : 200 Kirts Boulevard, Suite C, Troy, Michigan 48084-5286",www.chamberlain.edu,"$36,654",,"$25,746",,,
486938,Chamberlain College of Nursing-Nevada,"Chamberlain College of Nursing-Nevada
Address : 9901 Covington Cross Drive, Las Vegas, Nevada 89144-6595",www.chamberlain.edu,"$38,270",,"$25,746",,,
486956,Chamberlain College of Nursing-New Jersey,"Chamberlain College of Nursing-New Jersey
Address : 630 U.S. Highway One, North Brunswick, New Jersey 08902-3492",www.chamberlain.edu,"$38,270",,"$25,746",,,
